team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
China National Team,China,2026,China,16,8,8,0,5,3,2,2,1,1,9,4,5,1.06,1.25,0.88,2,0,0,15,16,29,-13,45,23,22,10,6,13,16,-3,-10,90,72,120,50,55,45,2,1,1,8,5,3,6,2,4,7,4,3,43,25,18,38,17,21,34,40,28,94,69,25,25,20,5,69,49,20,145,72,73,8,4,4,14,9,5,-6,-5,-1,2,1,1,8,3,5,6,4,2,0.88,0.75,1,2.81,2.88,2.75,1,1.25,0.75,1.81,1.63,2,1.38,1.63,1.13,0.5,0.5,0.5,0.88,1.13,0.63,16,11,9,5,2,1,8,7,5,2,1,0,8,4,4,3,1,1,0,5,7,11,14,15,0,1,3,6,7,8,0,4,4,5,7,7,100,69,56,31,13,6,100,88,63,25,13,0,100,50,50,38,13,13,0,31,44,69,87,94,0,12,37,75,87,100,0,50,50,62,87,87,12,10,0,7,6,0,5,4,0,75,63,0,88,75,0,63,50,0,31,38,25,18,13,13,13,50,63,38,38,25,50,44,50,38,6,2,4,38,25,50,10,5,5,63,63,63,4,2,2,25,25,25,13,13,13,50,38,63,38,50,25,3.58,4.17,3.00,2.38,2.13,2.63,92,67,33,33,33,25,8,0,0.87,1.03,0.71,1.47,1.28,1.65,63,1,2,3,0,3,0,1,2,4,0,4,3,2,6,5,1,1,7,13,13,13,56,50,63,0
Afghanistan National Team,Afghanistan,2026,Afghanistan,8,4,4,0,3,1,2,2,2,0,3,1,2,1.38,1.25,1.5,4,0,0,19,5,14,-9,19,5,14,1,4,4,10,-3,-6,143,360,90,51,90,36,4,3,1,2,0,2,4,3,1,3,1,2,14,8,6,20,9,11,40,40,39,30,14,16,6,4,2,24,10,14,50,28,22,1,0,1,8,1,7,-7,-1,-6,0,0,0,5,3,2,3,1,2,0.63,0.75,0.5,2.38,1.25,3.5,0.63,0.25,1,1.75,1,2.5,1.13,0.25,2,0.13,0,0.25,1,0.25,1.75,6,3,3,2,1,1,2,1,1,1,0,0,4,2,2,1,1,1,2,5,5,6,7,7,2,3,3,3,4,4,0,2,2,3,3,3,75,38,38,25,13,13,50,25,25,25,0,0,100,50,50,25,25,25,25,62,62,75,87,87,50,75,75,75,100,100,0,50,50,75,75,75,3,1,1,1,0,0,2,1,1,38,13,13,25,0,0,50,25,25,38,25,50,-9,50,75,25,25,0,50,50,75,25,38,25,50,5,3,2,63,75,50,7,4,3,88,100,75,1,0,1,13,0,25,0,0,0,63,75,50,38,25,50,3.50,4.00,3.00,2.5,2.25,2.75,100,100,100,75,0,0,0,0,1.56,1.59,1.52,1.01,0.66,1.35,63,0,1,0,0,0,1,1,1,1,0,4,1,2,1,1,1,1,3,25,50,0,38,25,50,0
Syria National Team,Syria,2026,Syria,6,3,3,0,2,1,1,1,0,1,3,2,1,1.17,1,1.33,3,0,0,25,9,12,-3,21,13,8,7,2,6,6,1,-4,60,39,134,45,45,45,2,1,1,1,0,1,3,2,1,2,1,1,1,0,1,5,1,4,33,0,33,7,0,7,0,0,0,7,0,7,12,0,12,2,1,1,7,3,4,-5,-2,-3,2,1,1,1,1,0,3,1,2,1.17,1.33,1,3.5,4.33,2.67,1.5,2.33,0.67,2,2,2,1.5,1.33,1.67,0.33,0.33,0.33,1.17,1,1.33,6,4,3,3,3,1,3,2,2,2,2,1,3,2,1,1,1,0,0,2,3,3,3,5,0,1,1,1,1,2,0,1,2,2,2,3,100,67,50,50,50,17,100,67,67,67,67,33,100,67,33,33,33,0,0,33,50,50,50,83,0,33,33,33,33,67,0,33,67,67,67,100,5,2,2,2,1,1,3,1,1,83,33,33,67,33,33,100,33,33,33,33,33,0,33,33,33,17,0,33,50,67,33,33,33,33,3,2,1,50,67,33,4,2,2,67,67,67,0,0,0,0,0,0,33,33,33,17,33,0,50,33,67,1.00,0.00,1.00,1,0.5,1.33,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,150,0,0,1,1,1,2,2,2,0,0,2,1,4,1,0,0,1,3,17,0,33,50,67,33,0
Tajikistan National Team,Tajikistan,2026,Tajikistan,6,3,3,0,2,1,1,2,2,0,2,0,2,1.33,1.67,1,3,0,0,22,11,7,4,18,7,11,5,6,2,5,3,1,49,54,45,77,134,54,1,1,0,3,2,1,2,0,2,3,2,1,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,0,2,3,1,2,2,1,1,3,2,1,1,0,1,1.5,1.67,1.33,3,2.33,3.67,1.83,1.67,2,1.17,0.67,1.67,1.17,0.33,2,0.83,0.33,1.33,0.33,0,0.67,6,5,3,1,1,1,3,3,1,0,0,0,3,2,2,1,1,1,0,1,3,5,5,5,0,0,2,3,3,3,0,1,1,2,2,2,100,83,50,17,17,17,100,100,33,0,0,0,100,67,67,33,33,33,0,17,50,83,83,83,0,0,67,100,100,100,0,33,33,67,67,67,3,1,1,1,0,0,2,1,1,50,17,17,33,0,0,67,33,33,33,33,33,17,17,33,0,50,67,33,33,0,67,50,67,33,4,3,1,67,100,33,4,2,2,67,67,67,1,0,1,17,0,33,33,33,33,50,67,33,17,0,33,0.00,0.00,0.00,1.5,0.67,2.33,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,83,1,1,1,1,1,0,3,1,2,0,0,2,0,1,1,1,0,2,33,67,0,33,0,67,0
Macau National Team,Macau,2026,Macau,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,41,1,5,-4,6,0,6,0,1,0,5,0,-4,180,0,90,36,0,18,1,1,0,1,0,1,1,1,0,0,0,0,2,2,0,3,1,2,50,50,0,7,7,0,2,2,0,5,5,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,0,0,1,1,0,1,0,1,0.5,1,0,3,0,6,0.5,0,1,2.5,0,5,0.5,0,1,0,0,0,0.5,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,100,100,100,100,100,100,50,50,50,50,50,50,100,100,100,100,100,100,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,100,0,0,0,0,0,0,50,100,0,50,0,100,50,100,0,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,2.00,2.00,0.00,1.5,1,2.00,100,100,0,0,0,0,0,0,0.00,0.69,0.00,0.00,0.87,0.00,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,50,100,0,50,0,100,0
Sri Lanka National Team,Sri Lanka,2026,Sri Lanka,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,40,1,4,-3,5,2,3,1,0,1,3,0,-3,180,90,0,45,90,30,0,0,0,1,1,0,1,0,1,0,0,0,11,6,5,6,3,3,50,50,50,15,6,9,5,1,4,10,5,5,14,0,14,0,0,0,2,1,1,-2,-1,-1,0,0,0,0,0,0,2,1,1,0,0,0,2.5,2,3,0.5,1,0,2,1,3,1,1,1,0,0,0,1,1,1,2,2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,0,0,1,1,1,1,0,0,0,1,1,1,100,100,50,0,0,0,100,100,0,0,0,0,100,100,100,0,0,0,0,0,50,100,100,100,0,0,100,100,100,100,0,0,0,100,100,100,2,0,0,1,0,0,1,0,0,100,0,0,100,0,0,100,0,0,0,0,0,75,0,0,0,50,100,0,50,0,100,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,5.50,6.00,5.00,3,3,3.00,50,50,50,50,0,0,0,0,0.91,0.72,1.10,1.43,1.58,1.28,50,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,50,100,0,50,0,100,0
North Korea National Team,North Korea,2026,North Korea,16,8,8,0,3,1,2,3,2,1,10,5,5,0.75,0.63,0.88,2,0,0,17,20,28,-8,48,26,22,11,9,15,13,-4,-4,72,65,80,51,48,55,1,0,1,8,5,3,7,3,4,5,3,2,48,18,30,30,16,14,44,43,45,125,60,65,41,18,23,84,42,42,155,62,93,9,6,3,14,8,6,-5,-2,-3,3,2,1,4,1,3,8,4,4,0.87,1,0.75,3,3.25,2.75,1.25,1.38,1.13,1.75,1.88,1.63,1.53,2,1.13,0.6,0.86,0.38,0.93,1.14,0.75,16,10,9,6,4,2,8,6,6,4,2,0,8,4,3,2,2,2,0,6,7,10,12,14,0,2,2,4,6,8,0,4,5,6,6,6,100,63,56,38,25,13,100,75,75,50,25,0,100,50,38,25,25,25,0,37,44,62,75,87,0,25,25,50,75,100,0,50,62,75,75,75,12,6,5,7,4,3,5,2,2,80,40,33,100,57,43,63,25,25,19,13,25,2,6,0,13,50,63,38,44,38,50,31,38,25,6,2,4,40,29,50,10,3,7,67,43,88,2,2,0,13,29,0,20,29,13,27,14,38,53,57,50,4.36,3.60,5.00,2,2.29,1.75,73,64,45,45,36,9,0,0,1.40,1.36,1.44,1.73,1.94,1.51,113,0,3,1,2,3,6,1,0,4,2,3,2,3,4,3,2,3,3,19,25,13,63,63,63,0
Maldives National Team,Maldives,2026,Maldives,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,39,2,3,-1,5,2,3,1,1,1,2,0,-1,90,90,90,60,90,45,0,0,0,2,1,1,0,0,0,1,1,0,18,7,11,3,0,3,50,50,50,25,12,13,7,2,5,18,10,8,5,5,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,2.5,2,3,1,1,1,1.5,1,2,1,0,2,0.5,0,1,0.5,0,1,2,2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,0,0,1,1,1,1,0,0,0,1,1,1,100,100,50,0,0,0,100,100,0,0,0,0,100,100,100,0,0,0,0,0,50,100,100,100,0,0,100,100,100,100,0,0,0,100,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,17,0,0,0,100,100,100,0,0,0,50,100,0,1,1,0,50,100,0,1,1,0,50,100,0,1,0,1,50,0,100,0,0,0,100,100,100,0,0,0,9.00,7.00,11.00,1.5,0,3.00,100,100,100,100,50,50,50,50,1.42,1.40,1.42,1.59,1.84,1.34,100,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,50,100,0,50,0,100,0
Mongolia National Team,Mongolia,2026,Mongolia,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,47,0,2,-2,2,1,1,0,0,1,1,-1,-1,0,0,0,90,90,90,0,0,0,0,0,0,2,1,1,0,0,0,7,4,3,5,1,4,50,50,50,15,10,5,6,4,2,9,6,3,23,8,15,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,0,1,1,1,1,1,0,1,1,1,1,1,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,3.50,4.00,3.00,2.5,1,4.00,100,100,100,50,0,0,0,0,1.01,1.35,0.66,1.56,1.52,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100,100,100,0
Bhutan National Team,Bhutan,2026,Bhutan,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,0,0,35,2,4,-2,6,2,4,2,0,0,4,2,-4,90,45,0,45,0,23,1,1,0,0,0,0,1,0,1,1,1,0,5,5,0,1,0,1,50,50,50,18,11,7,5,4,1,13,7,6,18,5,13,1,1,0,4,0,4,-3,1,-4,1,1,0,0,0,0,1,0,1,1.5,3,0,3,2,4,1,2,0,2,0,4,2.5,1,4,0.5,1,0,2,0,4,2,2,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,1,1,1,1,0,0,0,0,1,1,100,100,50,50,0,0,100,100,0,0,0,0,100,100,100,100,0,0,0,0,50,50,100,100,0,0,100,100,100,100,0,0,0,0,100,100,2,1,1,1,0,0,1,1,1,100,50,50,100,0,0,100,100,100,50,100,0,100,50,100,0,0,0,0,50,0,100,50,100,0,1,1,0,50,100,0,1,0,1,50,0,100,0,0,0,0,0,0,50,100,0,0,0,0,50,0,100,2.50,5.00,0.00,0.5,0,1.00,50,50,50,50,50,50,50,50,1.23,1.72,0.73,2.62,2.07,3.16,100,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,50,0,100,50
Turkmenistan National Team,Turkmenistan,2026,Turkmenistan,6,3,3,0,0,0,0,2,1,1,4,2,2,0.33,0.33,0.33,3,0,0,36,4,14,-10,18,5,13,1,3,4,10,-3,-7,134,273,90,39,68,27,1,1,0,3,1,2,3,2,1,2,1,1,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,6,1,5,-2,0,-2,2,1,1,1,1,0,3,1,2,1.17,1.33,1,3,1.67,4.33,0.67,0.33,1,2.33,1.33,3.33,1.67,0.67,2.67,0.67,0.33,1,1,0.33,1.67,5,4,4,4,1,0,2,1,1,1,0,0,3,3,3,3,1,0,1,2,2,2,5,6,1,2,2,2,3,3,0,0,0,0,2,3,83,67,67,67,17,0,67,33,33,33,0,0,100,100,100,100,33,0,17,33,33,33,83,100,33,67,67,67,100,100,0,0,0,0,67,100,5,3,2,2,0,0,3,3,2,83,50,33,67,0,0,100,100,67,0,0,0,-4,17,33,0,50,33,67,50,67,33,33,33,33,2,2,0,33,67,0,3,2,1,50,67,33,2,0,2,33,0,67,33,33,33,17,33,0,50,33,67,0.00,0.00,0.00,2,3,1.33,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,67,1,0,1,1,1,0,0,0,0,1,3,1,0,2,2,2,1,2,33,33,33,67,67,67,0
Brunei Darussalam National Team,Brunei,2026,Brunei Darussalam,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,46,0,12,-12,12,6,6,0,0,6,6,-6,-6,0,0,0,15,15,15,0,0,0,0,0,0,2,1,1,0,0,0,6,4,2,4,3,1,50,50,50,8,8,0,1,1,0,7,7,0,10,6,4,0,0,0,5,3,2,-5,-3,-2,0,0,0,0,0,0,2,1,1,0,0,0,6,6,6,0,0,0,6,6,6,2.5,3,2,0,0,0,2.5,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,0,100,100,50,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,3.00,4.00,2.00,2,3,1.00,100,100,100,100,100,50,50,0,0.47,0.82,0.12,2.24,2.66,1.82,250,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,3,1,2,0,0,0,100,100,100,0
Guam National Team,Guam,2026,Guam,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,44,1,3,-2,4,1,3,0,1,1,2,-1,-1,180,0,90,60,90,45,0,0,0,1,0,1,1,1,0,0,0,0,2,2,0,9,6,3,50,50,50,10,5,5,4,0,4,6,5,1,12,0,12,0,0,0,2,0,2,-2,0,-2,0,0,0,1,1,0,1,0,1,0.5,1,0,2,1,3,0.5,0,1,1.5,1,2,1,0,2,0,0,0,1,0,2,2,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,2,2,2,0,1,1,1,1,1,0,0,0,1,1,1,100,50,50,0,0,0,100,0,0,0,0,0,100,100,100,0,0,0,0,50,50,100,100,100,0,100,100,100,100,100,0,0,0,100,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,-34,0,0,0,50,0,100,50,100,0,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,1.00,2.00,0.00,4.5,6,3.00,50,50,50,50,50,50,50,50,0.63,0.47,0.80,1.94,1.19,2.68,50,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,100,100,100,50
Cambodia National Team,Cambodia,2026,Cambodia,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,37,0,1,-1,1,0,1,0,0,0,1,0,-1,0,0,0,180,0,90,1,1,0,0,0,0,2,1,1,0,0,0,8,5,3,3,1,2,50,50,50,18,9,9,3,2,1,15,7,8,22,10,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0.5,0,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,100,0,0,0,0,100,100,100,0,0,0,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,4.00,5.00,3.00,1.5,1,2.00,50,50,0,0,0,0,0,0,1.13,1.18,1.09,0.56,0.53,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,100,0,50,0,100,0
Yemen National Team,Yemen,2026,Yemen,8,4,4,0,2,1,1,3,1,2,3,2,1,1.13,1,1.25,3,0,0,21,9,10,-1,19,12,7,5,4,7,3,-2,1,80,72,90,72,51,120,3,1,2,3,1,2,3,2,1,4,2,2,5,1,4,10,1,9,50,50,50,24,10,14,10,4,6,14,6,8,11,11,0,3,2,1,6,5,1,-3,-3,0,2,1,1,3,1,2,3,2,1,1.13,1,1.25,2.38,3,1.75,1.13,1.25,1,1.25,1.75,0.75,1.13,1.75,0.5,0.38,0.5,0.25,0.75,1.25,0.25,7,7,4,1,0,0,4,4,3,1,0,0,3,3,1,0,0,0,1,1,4,7,8,8,0,0,1,3,4,4,1,1,3,4,4,4,88,88,50,13,0,0,100,100,75,25,0,0,75,75,25,0,0,0,12,12,50,87,100,100,0,0,25,75,100,100,25,25,75,100,100,100,6,2,1,4,2,1,2,0,0,75,25,13,100,50,25,50,0,0,25,25,25,-15,38,25,50,38,25,50,38,50,25,50,50,50,4,1,3,50,25,75,5,2,3,63,50,75,1,1,0,13,25,0,25,25,25,38,25,50,38,50,25,2.50,1.00,4.00,1.25,0.25,2.25,50,50,50,50,0,0,0,0,1.43,1.28,1.58,0.91,1.10,0.72,50,2,0,0,1,0,0,2,1,3,0,1,3,2,1,0,1,1,1,38,25,50,38,50,25,0
Laos National Team,Laos,2026,Laos,2,1,1,0,0,0,0,1,0,1,1,1,0,0.5,0,1,0,0,0,38,1,2,-1,3,1,2,0,1,1,1,-1,0,180,0,90,90,90,90,0,0,0,1,0,1,1,1,0,1,0,1,4,2,2,4,3,1,50,50,50,13,7,6,6,4,2,7,3,4,36,18,18,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,2,1,3,1.5,1,2,0.5,0,1,1,1,1,0.5,0,1,0.5,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,2,2,0,1,1,1,1,1,0,0,1,1,1,1,100,50,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,50,100,100,100,100,0,100,100,100,100,100,0,0,100,100,100,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,0,100,50,100,0,50,0,100,2,1,1,100,100,100,1,1,0,50,100,0,0,0,0,0,0,0,50,0,100,50,100,0,0,0,0,2.00,2.00,2.00,2,3,1.00,50,50,50,50,0,0,0,0,1.01,1.05,0.96,1.32,1.32,1.32,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,50,0,100,50,100,0,0
Timor-Leste National Team,Timor-Leste,2026,Timor-Leste,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,45,0,7,-7,7,3,4,0,0,3,4,-3,-4,0,0,0,26,30,23,0,0,0,0,0,0,2,1,1,0,0,0,3,0,3,2,0,2,50,0,50,4,0,4,0,0,0,4,0,4,8,0,8,0,0,0,4,3,1,-4,-3,-1,0,0,0,0,0,0,2,1,1,0,0,0,3.5,3,4,0,0,0,3.5,3,4,2,3,1,0,0,0,2,3,1,2,2,2,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,2,2,0,0,0,1,1,1,0,0,0,0,1,1,100,100,100,50,0,0,100,100,100,0,0,0,100,100,100,100,0,0,0,0,0,50,100,100,0,0,0,100,100,100,0,0,0,0,100,100,2,1,1,1,1,1,1,0,0,100,50,50,100,100,100,100,0,0,0,0,0,7,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,3.00,0.00,3.00,1,0,2.00,100,0,0,0,0,0,0,0,0.00,0.00,0.56,0.40,0.00,1.40,150,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,1,0,0,0,100,100,100,0
